,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI
1972,Sudan,1950,0.504,30.309,5733789.0,0.01,0.4270000000000001,8281310994.11,0.07
1973,Sudan,1955,0.85,30.125,6549294.0,0.01,0.335,10491222646.416,0.08
1974,Sudan,1960,1.246,30.995,7544498.0,0.01,0.335,13579265867.04,0.09
1975,Sudan,1965,2.223,30.618,8770094.0,0.02,0.357,14890949755.808,0.11
1976,Sudan,1970,4.447,30.531,10281695.0,0.03,0.45,15330155478.1,0.13
1977,Sudan,1975,3.882,29.881,12144128.0,0.02,0.291,18306616632.78,0.14
1978,Sudan,1980,3.427,30.499,14507466.0,0.02,0.371,22230499638.2,0.16
1979,Sudan,1985,3.72,30.362,17210182.0,0.02,0.312,23257943829.12,0.17
1980,Sudan,1990,4.769,30.919,20147592.0,0.02,0.396,24788291492.16,0.18
1981,Sudan,1995,3.903,31.438,24094741.0,0.02,0.44,35066276213.194,0.19
1982,Sudan,2000,5.055,30.937,27275019.0,0.02,0.3670000000000001,52241852074.711,0.21
1983,Sudan,2005,10.028,30.733,30949514.0,0.03,0.244,79265428018.47,0.23
1984,Sudan,2007,12.905,30.197,32360619.0,0.04,0.281,101514465148.995,0.26
1985,Sudan,2010,14.398,31.164,34545014.0,0.04,0.562,125643757268.864,0.27
1986,Sweden,1870,1.341,12.222,4168145.0,0.25,1.126,8927616000.0,0.22
1987,Sweden,1880,2.829,11.546,4561661.0,0.33,0.363,10785348000.0,0.25
1988,Sweden,1890,4.946,11.921,4790934.0,0.38,0.485,12456680000.0,0.27
1989,Sweden,1900,9.171,12.642,5120942.0,0.47,0.58,16988440000.0,0.29
1990,Sweden,1913,15.953,11.821,5581381.0,0.46,0.332,25749801000.0,0.33
1991,Sweden,1925,13.12,12.148,6010647.0,0.35,0.426,33174960000.0,0.35
1992,Sweden,1929,19.37,10.705,6112863.0,0.46,0.356,39587788000.0,0.36
1993,Sweden,1933,19.517,14.211,6206397.0,0.59,0.282,39866229000.0,0.37
1994,Sweden,1938,26.135,11.802,6319255.0,0.62,0.321,49192164000.0,0.38
1995,Sweden,1950,28.656,12.8,7009913.0,0.48,0.267,75344388000.0,0.45
1996,Sweden,1955,39.096,10.072,7262625.0,0.53,0.317,87579720000.0,0.48
1997,Sweden,1960,49.171,13.584,7482536.0,0.52,0.385,103590520000.0,0.5
1998,Sweden,1965,62.562,12.212,7745678.0,0.55,0.539,133326426000.0,0.51
1999,Sweden,1970,92.287,14.822,8054909.0,0.62,0.311,163023567000.0,0.55
2000,Sweden,1975,80.76,11.063,8197341.0,0.47,0.37,185219151000.0,0.57
2001,Sweden,1980,71.714,14.468,8316331.0,0.37,0.232,197852790000.0,0.59
2002,Sweden,1985,62.364,12.189,8357650.0,0.31,0.428,215471750000.0,0.61
2003,Sweden,1990,57.378,12.972,8567375.0,0.25,0.308,240234012000.0,0.62
2004,Sweden,1995,59.414,12.909,8836421.0,0.25,0.271,251744246937.685,0.67
2005,Sweden,2000,54.71,11.649,8881642.0,0.22,0.265,303455100276.629,0.8
2006,Sweden,2005,53.884,12.18,9038627.0,0.18,0.192,354498749649.204,0.83
2007,Sweden,2007,52.97,13.85,9162941.0,0.17,0.301,387885177634.96,0.77
2008,Sweden,2010,53.126,11.792,9390157.0,0.16,0.262,399841831151.718,0.78
2009,Switzerland,1870,0.898,14.963,2651014.0,0.17,0.976,7843869607.5,0.24
2010,Switzerland,1880,1.671,12.757,2824957.0,0.2,0.552,10985130925.7,0.26
2011,Switzerland,1890,2.876,13.265999999999998,2951173.0,0.22,0.486,15667804795.5,0.29
2012,Switzerland,1900,5.676,14.771,3284773.0,0.29,0.357,21818868060.0,0.32
2013,Switzerland,1913,9.252,13.741,3751057.0,0.26,0.326,31576840226.4,0.33
2014,Switzerland,1925,7.537,14.569,3934064.0,0.2,0.348,32786471388.0,0.37
2015,Switzerland,1929,10.264,14.867,4003629.0,0.24,0.233,39898390825.0,0.38
2016,Switzerland,1933,9.567,11.91,4072717.0,0.29,0.489,41257545649.2,0.39
2017,Switzerland,1938,10.458,15.617,4159756.0,0.25,0.307,40279125440.0,0.41
2018,Switzerland,1950,10.233,16.908,4668089.0,0.17,0.263,54173630494.4,0.44
2019,Switzerland,1955,13.614,14.161,4957070.0,0.18,0.11,69717449244.0,0.48
2020,Switzerland,1960,19.499,15.351,5280683.0,0.21,0.318,87713523102.8,0.49
2021,Switzerland,1965,30.329,14.588,5812844.0,0.27,0.507,117686331787.5,0.5
2022,Switzerland,1970,40.244,15.492,6150848.0,0.27,0.27,147142841610.6,0.51
2023,Switzerland,1975,39.051,12.997,6337031.0,0.23,0.298,156680784850.95,0.54
2024,Switzerland,1980,40.491,12.687,6283833.0,0.21,0.229,174991863239.216,0.59
2025,Switzerland,1985,39.781,12.978000000000002,6435424.0,0.2,0.307,193084795587.794,0.6
2026,Switzerland,1990,44.153,14.002,6652873.0,0.19,0.249,234154440500.0,0.61
2027,Switzerland,1995,43.413,13.12,6995519.0,0.19,0.246,258065989842.62,0.64
2028,Switzerland,2000,43.618,16.488,7143764.0,0.17,0.195,316330335544.719,0.69
2029,Switzerland,2005,45.788,16.831,7386818.0,0.15,0.098,373064303799.505,0.73
2030,Switzerland,2007,43.368,15.857,7536986.0,0.14,0.133,419030780184.045,0.75
2031,Switzerland,2010,45.049,15.556,7808674.0,0.14,0.203,455990125735.649,0.76
2032,Syria,1950,0.414,25.621,3413325.0,0.01,0.495,13413810000.0,0.16
2033,Syria,1955,1.644,28.47,3911497.0,0.02,0.374,19077832424.0,0.18
2034,Syria,1960,3.219,26.519,4573514.0,0.03,0.205,21842392183.0,0.19
2035,Syria,1965,3.672,27.925,5373137.0,0.03,0.387,29814265044.0,0.22
2036,Syria,1970,6.65,26.863000000000003,6350544.0,0.04,0.322,35314193079.0,0.24
2037,Syria,1975,11.171,26.566,7535715.0,0.07,0.327,65835235144.0,0.28
2038,Syria,1980,20.727,27.528,8930776.0,0.11,0.355,91017139668.0,0.32
2039,Syria,1985,29.389,27.142,10648633.0,0.14,0.317,105078926718.0,0.34
2040,Syria,1990,37.045,27.02,12446168.0,0.16,0.375,113006350002.0,0.37
2041,Syria,1995,41.2,27.79,14345491.0,0.18,0.287,141281073315.76,0.39
2042,Syria,2000,50.481,28.057,16410847.0,0.2,0.3720000000000001,125737188217.547,0.4
2043,Syria,2005,49.882,26.975,18361178.0,0.17,0.237,129115660956.376,0.44
2044,Syria,2007,65.719,28.457,19878257.0,0.21,0.209,134655728446.189,0.46
2045,Syria,2010,60.717,28.504,21362541.0,0.18,0.277,139183450960.857,0.48
2046,Taiwan,1900,0.11,25.205,2803860.0,0.01,0.578,,0.03
2047,Taiwan,1913,0.854,26.231,3368611.0,0.02,0.509,4471422000.0,0.06
2048,Taiwan,1925,4.488,25.988000000000003,3976751.0,0.12,0.407,7930032000.0,0.12
2049,Taiwan,1929,4.192,26.274,4363465.0,0.1,0.219,8834067000.0,0.12
2050,Taiwan,1933,4.195,26.111,4846857.0,0.13,0.128,9651924000.0,0.14
2051,Taiwan,1938,5.899,27.664,5506146.0,0.14,0.208,12741840000.0,0.16
2052,Taiwan,1950,3.784,24.937,7602355.0,0.06,0.2,10885760000.0,0.21
2053,Taiwan,1955,7.197,25.753,9189972.0,0.1,0.178,17039840000.0,0.26
2054,Taiwan,1960,11.874,26.186,10876147.0,0.13,0.285,23427177000.0,0.3
2055,Taiwan,1965,17.845,25.586,12901154.0,0.16,0.498,36829910000.0,0.35
2056,Taiwan,1970,28.734,26.268,14924462.0,0.19,0.293,58767408000.0,0.39
2057,Taiwan,1975,43.452,25.928,16464929.0,0.25,0.256,90166454000.0,0.42
2058,Taiwan,1980,83.507,27.579,17905459.0,0.43,0.216,149134592000.0,0.45
2059,Taiwan,1985,84.722,25.427,19303402.0,0.42,0.343,206396292000.0,0.47
2060,Taiwan,1990,124.066,26.049,20478516.0,0.55,0.213,319544652000.0,0.53
2061,Taiwan,1995,168.873,26.674,21356025.0,0.72,0.174,450424716094.347,0.54
2062,Taiwan,2000,226.979,26.58,21966528.0,0.9,0.219,590045513029.924,0.63
2063,Taiwan,2005,266.46,26.305,22705719.0,0.9,0.159,706377270903.93,0.72
2064,Taiwan,2007,279.8,26.788,22927222.0,0.89,0.364,789092121741.374,0.75
2065,Taiwan,2010,270.148,25.711,23187556.0,0.81,0.243,856202775079.586,0.8
2066,Tajikistan,1980,11.885,15.328,3905443.0,0.06,0.311,22788636000.0,0.4
2067,Tajikistan,1985,13.107,16.222,4537820.0,0.06,0.45,24508116000.0,0.42
2068,Tajikistan,1990,12.084,16.942999999999998,5283811.0,0.05,0.237,25321416000.0,0.42
2069,Tajikistan,1995,2.445,15.613,5764806.0,0.01,0.447,9460370089.835,0.37
2070,Tajikistan,2000,2.234,15.457,6216329.0,0.01,0.4320000000000001,10735309488.208,0.36
2071,Tajikistan,2005,2.439,16.038,6789318.0,0.01,0.38,16469403209.486,0.39
2072,Tajikistan,2007,3.227,16.302,7062667.0,0.01,0.602,18732053556.849,0.4
2073,Tajikistan,2010,2.536,14.187,7527397.0,0.01,0.335,22280811837.238,0.42
2074,Tanzania,1950,0.498,20.244,7649765.0,0.01,0.225,5364008624.0,0.06
2075,Tanzania,1955,0.557,20.424,8729667.0,0.01,0.178,6575457130.0,0.09
2076,Tanzania,1960,0.828,21.081,10052151.0,0.01,0.49,7510065996.0,0.1
2077,Tanzania,1965,1.161,20.074,11634837.0,0.01,0.443,9401366304.0,0.12
2078,Tanzania,1970,1.765,20.888,13535487.0,0.01,0.226,12495216445.0,0.13
2079,Tanzania,1975,2.282,20.698,15885228.0,0.01,0.239,15437357028.0,0.14
2080,Tanzania,1980,1.874,20.423,18538263.0,0.01,0.216,17881129396.0,0.18
2081,Tanzania,1985,2.338,20.607,21633799.0,0.01,0.382,18224339862.0,0.18
2082,Tanzania,1990,2.112,21.49,25203848.0,0.01,0.55,22062498500.0,0.18
2083,Tanzania,1995,2.434,21.224,29649128.0,0.01,0.293,27505913538.303,0.18
2084,Tanzania,2000,2.572,21.316,33499177.0,0.01,0.216,38757966253.289,0.19
2085,Tanzania,2005,5.359,22.495,38450323.0,0.02,0.464,60800809503.619,0.23
2086,Tanzania,2007,5.71,21.02,40681416.0,0.02,0.131,72742382429.042,0.24
2087,Tanzania,2010,6.927,21.683000000000003,44346532.0,0.02,0.224,93138949037.719,0.24
2088,Thailand,1933,0.022,27.821,13643988.0,0.0,0.315,,0.11
2089,Thailand,1938,0.04,27.134,15265763.0,0.0,0.282,19728660000.0,0.13
2090,Thailand,1950,0.956,27.481,20710353.0,0.02,0.203,26094199656.0,0.18
2091,Thailand,1955,2.373,27.197,23711122.0,0.03,0.183,35317681896.0,0.21
2092,Thailand,1960,3.709,28.071,27397208.0,0.04,0.301,47266904500.0,0.22
2093,Thailand,1965,7.44,27.219,31822656.0,0.07,0.468,66849224130.0,0.24
2094,Thailand,1970,15.353,27.633000000000003,36884525.0,0.1,0.244,100145351700.0,0.28
2095,Thailand,1975,24.372,27.358,42326307.0,0.14,0.241,132015456000.0,0.3
2096,Thailand,1980,39.956,27.599,47374463.0,0.2,0.178,191441885244.0,0.34
2097,Thailand,1985,48.23,27.214,52026901.0,0.24,0.335,249623875358.0,0.37
2098,Thailand,1990,87.916,27.886,56558196.0,0.39,0.261,407627791970.0,0.39
2099,Thailand,1995,155.517,28.341,59467272.0,0.66,0.207,593301611280.096,0.42
2100,Thailand,2000,168.8,27.326,62952639.0,0.67,0.19,595846881139.33,0.42
2101,Thailand,2005,222.99,28.212,65416189.0,0.75,0.196,752297667216.853,0.45
2102,Thailand,2007,229.41,28.473000000000003,66182064.0,0.73,0.247,822075038963.286,0.46
2103,Thailand,2010,255.405,29.162,67195032.0,0.77,0.212,876003867141.787,0.49
2104,Togo,1950,0.026,26.398000000000003,1395451.0,0.0,0.143,1019640000.0,0.07
2105,Togo,1955,0.04,25.828000000000007,1473835.0,0.0,0.197,1220120000.0,0.08
2106,Togo,1960,0.066,26.109,1580508.0,0.0,0.276,1540448000.0,0.09
2107,Togo,1965,0.132,25.895,1708631.0,0.0,0.5489999999999999,2326976000.0,0.12
2108,Togo,1970,0.275,27.06,2115522.0,0.0,0.263,3203284000.0,0.14
2109,Togo,1975,0.311,26.237,2410451.0,0.0,0.243,3527452000.0,0.16
2110,Togo,1980,0.794,26.575000000000006,2720835.0,0.0,0.19,4128072000.0,0.2
2111,Togo,1985,0.659,26.493,3252997.0,0.0,0.362,3879960000.0,0.2
2112,Togo,1990,0.978,26.956,3774310.0,0.0,0.222,4744275000.0,0.21
2113,Togo,1995,1.175,26.918000000000006,4226293.0,0.01,0.215,4920022133.1,0.22
2114,Togo,2000,1.331,26.58,4924406.0,0.01,0.226,5742626572.8,0.23
2115,Togo,2005,1.722,26.615,5611643.0,0.01,0.293,6399681574.5,0.25
2116,Togo,2007,1.517,27.126,5920360.0,0.0,0.232,6923652265.2,0.25
2117,Togo,2010,2.596,27.298,6421674.0,0.01,0.239,7846071456.3,0.26
2118,Tunisia,1925,,27.554,2460624.0,,0.7290000000000001,,0.07
2119,Tunisia,1929,,26.272,2574922.0,,0.518,,0.08
2120,Tunisia,1933,0.018,26.281,2740889.0,0.0,0.852,,0.08
2121,Tunisia,1938,0.033,26.791,2991998.0,0.0,0.536,,0.08
2122,Tunisia,1950,1.219,28.388,3605312.0,0.02,0.268,6250082170.0,0.12
2123,Tunisia,1955,1.596,27.475,3943544.0,0.02,0.345,7134355970.0,0.13
2124,Tunisia,1960,1.724,27.360000000000007,4178234.0,0.02,0.626,8883345137.0,0.16
2125,Tunisia,1965,2.46,26.542,4547941.0,0.02,0.462,12030743345.0,0.19
2126,Tunisia,1970,3.739,27.467,5063805.0,0.03,0.348,14847201824.0,0.21
2127,Tunisia,1975,5.541,26.215,5656912.0,0.03,0.352,22239763434.0,0.24
2128,Tunisia,1980,9.465,26.83,6374040.0,0.05,0.358,30237857819.0,0.27
2129,Tunisia,1985,11.871,28.386000000000006,7329590.0,0.06,0.685,37105674222.0,0.3
2130,Tunisia,1990,13.126,28.647,8242509.0,0.06,0.453,43649702580.0,0.33
2131,Tunisia,1995,15.547,27.634,9125400.0,0.07,0.24,54252469101.741,0.37
2132,Tunisia,2000,19.672,27.56,9708347.0,0.08,0.381,71818829173.297,0.4
2133,Tunisia,2005,22.269,28.31,10106778.0,0.08,0.271,89804311352.322,0.44
2134,Tunisia,2007,23.684,29.434,10304729.0,0.08,0.418,101101846880.493,0.45
2135,Tunisia,2010,27.101,28.369,10635245.0,0.08,0.355,112485028357.255,0.46
2136,Turkey,1870,0.158,18.040000000000006,11833908.0,0.03,0.877,13738845000.0,0.04
2137,Turkey,1880,0.139,19.559,12556805.0,0.02,0.612,,0.04
2138,Turkey,1890,0.366,19.061,13346561.0,0.03,0.495,,0.05
2139,Turkey,1900,1.037,18.768,14185978.0,0.05,0.455,,0.05
2140,Turkey,1913,2.037,18.306,14734404.0,0.06,0.599,22095000000.0,0.06
2141,Turkey,1925,2.367,17.663,14476863.0,0.06,0.436,16856741000.0,0.07
2142,Turkey,1929,3.55,19.187,14937518.0,0.08,0.398,22851570000.0,0.09
2143,Turkey,1933,4.664,17.692999999999998,15838708.0,0.14,0.252,26900444000.0,0.1
2144,Turkey,1938,4.634,19.439,17305532.0,0.11,0.281,37588344000.0,0.12
2145,Turkey,1950,9.488,18.683,21408398.0,0.16,0.186,43911887481.0,0.16
2146,Turkey,1955,13.619,20.707,24270599.0,0.18,0.126,66494148534.0,0.18
2147,Turkey,1960,16.799,19.063,27472339.0,0.18,0.274,85808268002.0,0.2
2148,Turkey,1965,27.353,20.186,30972996.0,0.24,0.501,111220449358.0,0.23
2149,Turkey,1970,42.579,19.703000000000007,34876296.0,0.29,0.225,157265364036.0,0.26
2150,Turkey,1975,65.419,20.019,39277249.0,0.38,0.245,231789914762.0,0.29
2151,Turkey,1980,75.212,20.043000000000006,43975972.0,0.39,0.173,273441196110.0,0.3
2152,Turkey,1985,105.662,19.894,49133928.0,0.52,0.346,354837216454.0,0.33
2153,Turkey,1990,151.508,19.435,53921758.0,0.67,0.3,486761177656.0,0.36
2154,Turkey,1995,180.903,20.93,58486453.0,0.77,0.1689999999999999,620396829190.894,0.38
2155,Turkey,2000,229.791,20.265,63240196.0,0.91,0.293,807550859748.891,0.41
2156,Turkey,2005,264.201,19.573,67903461.0,0.89,0.253,1046618896507.54,0.46
2157,Turkey,2007,312.737,21.788,69581854.0,0.99,0.146,1191689637304.14,0.48
2158,Turkey,2010,314.38,21.360000000000007,72326992.0,0.94,0.21,1276138636483.37,0.5
2159,Uganda,1950,0.106,22.548,5158191.0,0.0,0.389,6046325010.0,0.11
2160,Uganda,1955,0.264,22.426,5888791.0,0.0,0.388,6765993234.0,0.12
2161,Uganda,1960,0.421,22.996,6767092.0,0.0,0.615,8256737094.0,0.13
2162,Uganda,1965,0.626,22.545,7986062.0,0.01,0.396,10419503148.0,0.14
2163,Uganda,1970,1.443,22.502,9405606.0,0.01,0.627,13464733406.0,0.15
2164,Uganda,1975,1.129,22.24,10737403.0,0.01,0.303,13613860546.0,0.16
2165,Uganda,1980,0.626,22.843000000000004,12442333.0,0.0,0.356,11322223728.0,0.16
2166,Uganda,1985,0.617,22.639,14559357.0,0.0,0.475,12751084298.0,0.17
2167,Uganda,1990,0.761,23.443,17354395.0,0.0,0.647,16268766456.0,0.17
2168,Uganda,1995,0.925,23.001,20413157.0,0.0,0.266,21811143443.88,0.17
2169,Uganda,2000,1.361,23.445,23650159.0,0.01,0.258,28839087459.352,0.22
2170,Uganda,2005,2.018,23.051,27684590.0,0.01,0.627,40921114480.02,0.25
2171,Uganda,2007,2.71,22.36,29486335.0,0.01,0.501,46853861908.654,0.25
2172,Uganda,2010,3.57,23.597,32428164.0,0.01,0.379,59228535268.789,0.27
2173,Ukraine,1980,673.004,17.377,49965872.0,3.45,0.261,423744977083.0,0.5
2174,Ukraine,1985,742.189,16.884,50919275.0,3.65,0.337,478213655976.0,0.52
2175,Ukraine,1990,705.83,17.227,51463101.0,3.1,0.315,495935195925.0,0.52
2176,Ukraine,1995,389.865,20.189,50903783.0,1.66,0.142,257477947425.995,0.47
2177,Ukraine,2000,285.337,17.936,48838058.0,1.13,0.27,253196065590.639,0.48
2178,Ukraine,2005,313.118,17.604,46890775.0,1.06,0.239,399366234318.785,0.52
2179,Ukraine,2007,336.364,20.665,46366347.0,1.07,0.25,480580672932.217,0.54
2180,Ukraine,2010,294.078,20.993,45792086.0,0.88,0.27,439429757011.471,0.54
2181,United Arab Emirates,1960,0.011,34.268,92417.0,0.0,0.6409999999999999,3684790384.0,0.18
2182,United Arab Emirates,1965,0.022,34.355000000000004,149855.0,0.0,0.68,5997095590.0,0.25
2183,United Arab Emirates,1970,15.235,34.545,234512.0,0.1,0.6729999999999999,9759055815.0,0.29
2184,United Arab Emirates,1975,31.045,34.611999999999995,548295.0,0.18,0.591,21211679461.0,0.32
2185,United Arab Emirates,1980,36.823,34.645,1019507.0,0.19,0.639,44180587880.0,0.36
2186,United Arab Emirates,1985,49.653,33.643,1366165.0,0.24,0.44,40307254884.0,0.4
2187,United Arab Emirates,1990,51.704,34.923,1828437.0,0.23,0.391,40641367500.0,0.43
2188,United Arab Emirates,1995,70.012,34.642,2415099.0,0.3,0.384,75357174792.725,0.45
2189,United Arab Emirates,2000,111.787,35.001000000000005,3134067.0,0.44,0.317,153035277383.869,0.46
2190,United Arab Emirates,2005,114.478,35.73300000000001,4588222.0,0.39,0.353,300624052415.658,0.51
2191,United Arab Emirates,2007,133.264,36.21700000000001,6168846.0,0.42,0.563,403039421769.86,0.53
2192,United Arab Emirates,2010,180.622,36.46400000000001,8549998.0,0.54,0.498,513346968943.848,0.57
2193,United Kingdom,1870,228.494,13.204,31518027.0,42.91,1.038,183030600000.0,0.21
2194,United Kingdom,1880,297.125,12.136,34733737.0,34.8,0.478,207634131000.0,0.23
2195,United Kingdom,1890,353.023,12.220999999999998,37730415.0,27.19,0.5710000000000001,256584825000.0,0.26
2196,United Kingdom,1900,419.741,12.941,41433090.0,21.5,0.607,312531070000.0,0.28
2197,United Kingdom,1913,498.322,12.335,45883117.0,14.27,0.312,374869588000.0,0.33
2198,United Kingdom,1925,449.657,13.053,46778068.0,12.11,0.322,369438741000.0,0.36
2199,United Kingdom,1929,460.674,11.728,46459696.0,10.83,0.251,400634784000.0,0.37
2200,United Kingdom,1933,392.155,13.639,47001700.0,11.79,0.256,391279720000.0,0.37
2201,United Kingdom,1938,448.94,12.611,48195752.0,10.7,0.252,474370072000.0,0.39
2202,United Kingdom,1950,500.792,14.162,50616019.0,8.34,0.255,554454747000.0,0.46
2203,United Kingdom,1955,576.952,12.165,51063907.0,7.75,0.246,638913786000.0,0.49
2204,United Kingdom,1960,584.02,14.114999999999998,52370595.0,6.22,0.294,721686160000.0,0.5
2205,United Kingdom,1965,622.112,12.758,54240855.0,5.5,0.52,844870750000.0,0.5
2206,United Kingdom,1970,652.577,14.347,55573455.0,4.38,0.266,954756384000.0,0.53
2207,United Kingdom,1975,603.247,12.968,56152325.0,3.54,0.309,1061564060000.0,0.54
2208,United Kingdom,1980,579.035,12.469,56209164.0,2.97,0.145,1160744168000.0,0.56
2209,United Kingdom,1985,559.627,11.372,56413555.0,2.75,0.374,1278428398960.0,0.56
2210,United Kingdom,1990,600.344,12.333,57134377.0,2.64,0.207,1505692217023.0,0.58
2211,United Kingdom,1995,566.568,12.768,57932450.0,2.42,0.18,1623419056316.47,0.61
2212,United Kingdom,2000,567.585,13.037,58923305.0,2.25,0.16,1889457755739.39,0.68
2213,United Kingdom,2005,569.962,13.863,60287953.0,1.93,0.1689999999999999,2160945628334.43,0.72
2214,United Kingdom,2007,559.236,13.469,61455154.0,1.78,0.194,2267379907883.38,0.71
2215,United Kingdom,2010,511.632,14.049,63459801.0,1.53,0.171,2190775062434.69,0.72
2216,United States,1870,98.62,19.418,40730489.0,18.52,1.236,193277587385.6,0.23
2217,United States,1880,198.684,18.939,51403129.0,23.27,0.812,315651604156.8,0.22
2218,United States,1890,401.747,18.823,64713188.0,30.94,0.555,421879369420.8,0.26
2219,United States,1900,662.738,19.28,78763706.0,33.95,0.379,613998101539.2,0.29
2220,United States,1913,1442.542,18.731,100508338.0,41.31,0.202,986598461256.4,0.31
2221,United States,1925,1758.098,19.242,119661215.0,47.35,0.229,1296540087248.0,0.37
2222,United States,1929,1963.414,18.241,126654267.0,46.14,0.1689999999999999,1461345494248.5,0.38
2223,United States,1933,1348.842,19.805,131426486.0,40.55,0.1669999999999999,1015524967410.0,0.38
2224,United States,1938,1515.693,18.718,136108915.0,36.13,0.089,1373407807593.6,0.42
2225,United States,1950,2541.361,18.408,158804397.0,42.33,0.144,2320610040000.0,0.47
2226,United States,1955,2728.348,17.528,171685337.0,36.66,0.157,2882221470000.0,0.49
2227,United States,1960,2897.138,18.864,186720570.0,30.86,0.265,3262376247000.0,0.51
2228,United States,1965,3399.342,17.768,199733679.0,30.04,0.4370000000000001,4156141170000.0,0.55
2229,United States,1970,4339.471,18.803,209513340.0,29.13,0.237,4912635816000.0,0.55
2230,United States,1975,4478.038,18.198,219081250.0,26.27,0.225,5605795188000.0,0.57
2231,United States,1980,4808.296,18.939,229476360.0,24.67,0.178,6743208295893.0,0.59
2232,United States,1985,4652.383,18.462,240499822.0,22.9,0.308,7874872063509.0,0.62
2233,United States,1990,5113.455,19.78,252120309.0,22.48,0.255,9250377703908.0,0.64
2234,United States,1995,5421.502,18.469,265163740.0,23.12,0.162,10510263403545.8,0.69
2235,United States,2000,6010.508,19.294,281710914.0,23.82,0.16,12973842114208.7,0.72
2236,United States,2005,6134.521,19.511,294993509.0,20.72,0.134,14703731926204.1,0.74
2237,United States,2007,6131.004,19.705,300608425.0,19.47,0.162,15364464463208.4,0.75
2238,United States,2010,5675.786,19.885,309011469.0,17.02,0.182,15270621692550.6,0.77
2239,Uruguay,1933,0.065,10.982,1817494.0,0.0,0.466,7397488000.0,0.26
2240,Uruguay,1938,0.076,12.29,1946595.0,0.0,0.46,10292896000.0,0.29
2241,Uruguay,1950,2.454,12.358,2238501.0,0.04,0.418,15392839125.0,0.35
2242,Uruguay,1955,3.919,10.265999999999998,2372564.0,0.05,0.242,19239239936.0,0.37
2243,Uruguay,1960,4.315,11.713,2538648.0,0.05,0.378,19344196067.0,0.39
2244,Uruguay,1965,5.516,15.048,2694537.0,0.05,0.436,20193111234.0,0.4
2245,Uruguay,1970,5.736,11.392,2809799.0,0.04,0.446,22673981770.0,0.44
2246,Uruguay,1975,5.962,13.035,2830172.0,0.03,0.269,24353172000.0,0.44
2247,Uruguay,1980,5.819,11.685,2915389.0,0.03,0.288,30899780000.0,0.46
2248,Uruguay,1985,3.284,12.674,3011519.0,0.02,0.394,26809812000.0,0.47
2249,Uruguay,1990,3.967,10.627,3109598.0,0.02,0.332,32048550000.0,0.5
2250,Uruguay,1995,4.557,11.192,3224275.0,0.02,0.178,38399530035.351,0.52
2251,Uruguay,2000,5.268,13.475,3319734.0,0.02,0.356,42357431949.991,0.55
2252,Uruguay,2005,5.727,15.111,3321799.0,0.02,0.224,41988069566.963,0.6
2253,Uruguay,2007,5.948,10.863,3331753.0,0.02,0.262,46196532742.853,0.62
2254,Uruguay,2010,6.298,12.225,3359273.0,0.02,0.237,54626336777.84,0.63
2255,Uzbekistan,1990,103.516,28.027,20398347.0,0.46,0.308,139398700000.0,0.47
2256,Uzbekistan,1995,102.664,26.899,22791033.0,0.44,0.31,104615660924.617,0.45
2257,Uzbekistan,2000,120.994,26.155,24769955.0,0.48,0.34,116875867172.076,0.45
2258,Uzbekistan,2005,116.576,27.616,26427785.0,0.39,0.326,140235914619.939,0.47
2259,Uzbekistan,2007,119.113,27.092,27204711.0,0.38,0.229,159983151575.496,0.47
2260,Uzbekistan,2010,103.336,28.058000000000003,28515908.0,0.31,0.264,195138482155.476,0.48
2261,Venezuela,1913,0.015,24.424,3087354.0,0.0,0.254,5029500000.0,0.08
2262,Venezuela,1925,0.674,24.703000000000003,3408258.0,0.02,0.296,7127946000.0,0.09
2263,Venezuela,1929,1.949,24.618,3547303.0,0.05,0.395,9587978000.0,0.1
2264,Venezuela,1933,2.821,24.565,3729748.0,0.08,0.371,9941123000.0,0.11
2265,Venezuela,1938,6.122,24.548,3993908.0,0.15,0.288,15539047000.0,0.13
2266,Venezuela,1950,38.276,24.436,5481976.0,0.64,0.378,42386208772.0,0.23
2267,Venezuela,1955,59.751,24.88,6744704.0,0.8,0.51,64796388997.0,0.25
2268,Venezuela,1960,57.017,24.881,8141839.0,0.61,0.447,91554348028.0,0.3
2269,Venezuela,1965,60.73,24.505,9692281.0,0.54,0.513,130094794045.0,0.33
2270,Venezuela,1970,74.489,24.98,11396396.0,0.5,0.221,164479321913.0,0.36
2271,Venezuela,1975,63.75,24.851,13189511.0,0.37,0.286,207679661995.0,0.38
2272,Venezuela,1980,90.641,25.161,15182616.0,0.46,0.637,240273570300.0,0.41
2273,Venezuela,1985,101.027,24.638,17319513.0,0.5,0.396,225556944430.0,0.43
2274,Venezuela,1990,121.823,25.445,19632665.0,0.54,0.253,256078516722.0,0.45
2275,Venezuela,1995,132.876,25.451,21931087.0,0.57,0.236,310739139535.716,0.47
2276,Venezuela,2000,151.87,25.189,24192449.0,0.6,0.253,330514182307.483,0.47
2277,Venezuela,2005,163.823,25.747,26432445.0,0.55,0.363,384106683204.063,0.5
2278,Venezuela,2007,149.924,25.487,27247601.0,0.48,0.263,462973358187.75,0.55
2279,Venezuela,2010,184.084,25.884,28439942.0,0.55,0.217,478283167171.283,0.56
2280,Vietnam,1913,1.352,27.423,18763166.0,0.04,0.251,22413901000.0,0.03
