,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
1511,Cameroon,2005,3.591,24.58,17733408.0,0.01,0.792,40566828123.549,0.24,15.349833333333335,4.113833333333333
1512,Canada,2005,575.852,10.221,32164313.0,1.95,0.174,1311262890640.62,0.82,15.349833333333335,4.113833333333333
1513,Cape Verde,2005,0.44,25.707,463034.0,0.0,0.53,2194575610.2,0.39,15.349833333333335,4.113833333333333
1514,Central African Republic,2005,0.216,25.164,4038380.0,0.0,1.112,3745738903.1,0.16,15.349833333333335,4.113833333333333
1515,Chad,2005,0.766,30.91,10096630.0,0.0,0.62,12146548990.986,0.15,15.349833333333335,4.113833333333333
1516,Chile,2005,60.926,5.452000000000001,16182713.0,0.21,0.352,276230016606.701,0.61,15.349833333333335,4.113833333333333
1517,China,2005,5876.555,19.03,1330776380.0,19.85,0.198,8602939916574.9,0.42,15.349833333333335,4.113833333333333
1518,Colombia,2005,60.06,25.492,42647731.0,0.2,0.324,394523859368.372,0.48,15.349833333333335,4.113833333333333
1519,Comoros,2005,0.143,25.856,611625.0,0.0,0.271,788522814.1,0.25,15.349833333333335,4.113833333333333
1520,Congo,2005,0.996,24.187,3622775.0,0.0,0.438,17078566571.924,0.29,15.349833333333335,4.113833333333333
1521,Costa Rica,2005,6.723,26.559,4285504.0,0.02,0.331,43440770396.495,0.57,15.349833333333335,4.113833333333333
1522,Croatia,2005,23.346,20.305,4378066.0,0.08,0.299,71536391450.689,0.56,15.349833333333335,4.113833333333333
1523,Cuba,2005,24.442,27.984,11261586.0,0.08,0.239,53114042588.4,0.56,15.349833333333335,4.113833333333333
1524,Cyprus,2005,7.955,24.556,1027656.0,0.03,0.24,22703857566.957,0.62,15.349833333333335,4.113833333333333
1525,Denmark,2005,51.506,-2.679,5421701.0,0.17,0.4270000000000001,229050958246.589,0.78,15.349833333333335,4.113833333333333
1526,Djibouti,2005,0.414,32.964,783248.0,0.0,0.852,1416452196.6,0.2,15.349833333333335,4.113833333333333
1527,Dominican Republic,2005,17.941,27.511,9097262.0,0.06,0.394,72784385289.096,0.43,15.349833333333335,4.113833333333333
1528,Ecuador,2005,29.97,22.048,13825839.0,0.1,0.439,112806722592.709,0.48,15.349833333333335,4.113833333333333
1529,Egypt,2005,165.044,30.006,75523576.0,0.56,0.219,599346500044.716,0.38,15.349833333333335,4.113833333333333
1530,El Salvador,2005,6.298,26.006,6052124.0,0.02,0.419,38001443434.705,0.41,15.349833333333335,4.113833333333333
1531,Equatorial Guinea,2005,8.039,24.517000000000003,749527.0,0.03,0.612,20168024209.2,0.33,15.349833333333335,4.113833333333333
1532,Eritrea,2005,0.769,30.498,2826653.0,0.0,0.279,,0.2,15.349833333333335,4.113833333333333
1533,Estonia,2005,17.156,14.656,1355650.0,0.06,0.316,29813617519.714,0.63,15.349833333333335,4.113833333333333
1534,Ethiopia,2005,4.956,23.886000000000006,76346310.0,0.02,0.7070000000000001,61634774134.641,0.18,15.349833333333335,4.113833333333333
1535,Finland,2005,57.047,13.121,5258933.0,0.19,0.205,192989484853.579,0.8,15.349833333333335,4.113833333333333
1536,France,2005,415.518,20.242,61120128.0,1.4,0.131,2238357122395.84,0.74,15.349833333333335,4.113833333333333
1537,Gabon,2005,4.859,23.536,1390550.0,0.02,0.413,16662218429.978,0.36,15.349833333333335,4.113833333333333
1538,Gambia,2005,0.326,30.3,1543745.0,0.0,0.7190000000000001,2386414756.8,0.2,15.349833333333335,4.113833333333333
1539,Georgia,2005,5.018,15.651000000000002,4210158.0,0.02,0.3720000000000001,32780604906.705,0.5,15.349833333333335,4.113833333333333
1540,Germany,2005,866.697,16.636,81602739.0,2.93,0.109,2983874316646.51,0.7,15.349833333333335,4.113833333333333
1541,Ghana,2005,6.803,26.613000000000003,21814648.0,0.02,0.21,50453080443.514,0.27,15.349833333333335,4.113833333333333
1542,Greece,2005,113.931,22.119,11224800.0,0.38,0.241,284786810609.882,0.66,15.349833333333335,4.113833333333333
1543,Guatemala,2005,12.109,25.584,13096028.0,0.04,0.363,80887499671.052,0.36,15.349833333333335,4.113833333333333
1544,Guinea,2005,1.825,26.328000000000003,9109585.0,0.01,0.412,10059820718.931,0.17,15.349833333333335,4.113833333333333
1545,Guyana,2005,1.619,26.756,746156.0,0.01,0.331,,0.44,15.349833333333335,4.113833333333333
1546,Haiti,2005,1.724,28.299000000000003,9195289.0,0.01,0.344,13245369800.0,0.23,15.349833333333335,4.113833333333333
1547,Honduras,2005,6.831,26.928,7458982.0,0.02,0.406,27704981631.636,0.39,15.349833333333335,4.113833333333333
1548,Hong Kong,2005,43.731,27.487,6769579.0,0.15,0.209,256420812257.591,0.66,15.349833333333335,4.113833333333333
1549,Hungary,2005,60.278,18.933,10085942.0,0.2,0.35,182948368837.648,0.58,15.349833333333335,4.113833333333333
1550,Iceland,2005,2.976,7.4060000000000015,294976.0,0.01,0.269,11236789582.298,0.79,15.349833333333335,4.113833333333333
1551,India,2005,1185.953,30.404,1147609924.0,4.01,0.143,3709371084176.35,0.29,15.349833333333335,4.113833333333333
1552,Indonesia,2005,348.989,26.582,226289468.0,1.18,0.158,1467344878283.63,0.41,15.349833333333335,4.113833333333333
1553,Iran,2005,463.499,28.548,69762345.0,1.57,0.296,919502786200.769,0.42,15.349833333333335,4.113833333333333
1554,Iraq,2005,112.764,32.478,26922279.0,0.38,0.31,180541582462.759,0.28,15.349833333333335,4.113833333333333
1555,Ireland,2005,48.156,14.719,4141218.0,0.16,0.24,204428609096.922,0.73,15.349833333333335,4.113833333333333
1556,Israel,2005,56.524,25.684,6529470.0,0.19,0.117,173480331804.226,0.69,15.349833333333335,4.113833333333333
1557,Italy,2005,502.26,21.09,58281209.0,1.7,0.228,2022361947688.81,0.71,15.349833333333335,4.113833333333333
1558,Jamaica,2005,10.417,28.027,2740000.0,0.04,0.249,19174920628.036,0.44,15.349833333333335,4.113833333333333
1559,Japan,2005,1290.371,20.47,128326115.0,4.36,0.233,4456733937388.24,0.76,15.349833333333335,4.113833333333333
1560,Jordan,2005,20.437,27.057,5765639.0,0.07,0.1639999999999999,52009521309.292,0.48,15.349833333333335,4.113833333333333
1561,Kazakhstan,2005,201.8,22.514,15402803.0,0.68,0.287,240091850177.832,0.53,15.349833333333335,4.113833333333333
1562,Kenya,2005,8.338,23.894,36624897.0,0.03,0.217,77598872681.707,0.26,15.349833333333335,4.113833333333333
1563,Kuwait,2005,71.166,35.681,2270196.0,0.24,0.6459999999999999,146114080851.101,0.57,15.349833333333335,4.113833333333333
1564,Kyrgyzstan,2005,5.515,16.348,5075340.0,0.02,0.32,17942170492.737,0.45,15.349833333333335,4.113833333333333
1565,Laos,2005,1.337,27.567,5751675.0,0.0,0.195,17208610865.6,0.3,15.349833333333335,4.113833333333333
1566,Latvia,2005,7.811,15.19,2251996.0,0.03,0.39,38221838178.879,0.6,15.349833333333335,4.113833333333333
1567,Lebanon,2005,16.65,23.987,4698761.0,0.06,0.254,52444898234.576,0.45,15.349833333333335,4.113833333333333
1568,Lesotho,2005,2.012,8.76,1996115.0,0.01,0.406,3870538591.6,0.25,15.349833333333335,4.113833333333333
1569,Liberia,2005,0.654,25.717,3218114.0,0.0,0.442,2369891656.8,0.21,15.349833333333335,4.113833333333333
1570,Libya,2005,56.989,29.916,5798615.0,0.19,0.384,94523190260.074,0.48,15.349833333333335,4.113833333333333
1571,Lithuania,2005,14.117,15.149,3344259.0,0.05,0.246,54504800706.928,0.61,15.349833333333335,4.113833333333333
1572,Madagascar,2005,1.727,20.883000000000003,18336722.0,0.01,0.288,23144979106.991,0.25,15.349833333333335,4.113833333333333
1573,Malawi,2005,0.905,20.628,12625950.0,0.0,0.28,12058076740.126,0.22,15.349833333333335,4.113833333333333
1574,Malaysia,2005,181.333,27.079,25690615.0,0.61,0.158,397908659924.328,0.48,15.349833333333335,4.113833333333333
1575,Mali,2005,1.455,33.194,12775509.0,0.0,1.3019999999999998,16700207951.694,0.17,15.349833333333335,4.113833333333333
1576,Malta,2005,2.654,23.363000000000003,404659.0,0.01,0.643,8894058507.857,0.59,15.349833333333335,4.113833333333333
1577,Mauritania,2005,1.436,33.955,3024198.0,0.0,0.8759999999999999,6728917014.6,0.21,15.349833333333335,4.113833333333333
1578,Mauritius,2005,3.294,22.428,1222010.0,0.01,0.424,18300743296.208,0.47,15.349833333333335,4.113833333333333
1579,Mexico,2005,463.993,26.095,106005199.0,1.57,0.22,1427076745647.72,0.5,15.349833333333335,4.113833333333333
1580,Moldova,2005,4.938,18.447000000000006,4159296.0,0.02,0.267,16157469934.686,0.46,15.349833333333335,4.113833333333333
1581,Mongolia,2005,8.574,16.887,2526429.0,0.03,0.21,12547451827.2,0.41,15.349833333333335,4.113833333333333
1582,Morocco,2005,44.661,25.56600000000001,30455563.0,0.15,0.333,173624636868.684,0.33,15.349833333333335,4.113833333333333
1583,Mozambique,2005,1.77,22.236,20493927.0,0.01,0.3229999999999999,20658225118.602,0.21,15.349833333333335,4.113833333333333
1584,Namibia,2005,2.312,16.252,1938316.0,0.01,1.047,14023657802.112,0.35,15.349833333333335,4.113833333333333
1585,Nepal,2005,2.987,22.715,25744500.0,0.01,0.353,46375900453.5,0.27,15.349833333333335,4.113833333333333
1586,Netherlands,2005,176.922,16.615,16367153.0,0.6,0.103,663883921321.105,0.79,15.349833333333335,4.113833333333333
1587,New Zealand,2005,37.553,6.266,4135353.0,0.13,0.318,123645495811.788,0.8,15.349833333333335,4.113833333333333
1588,Nicaragua,2005,4.27,27.496,5438692.0,0.01,0.355,17753885092.5,0.38,15.349833333333335,4.113833333333333
1589,Niger,2005,0.709,32.974000000000004,13624474.0,0.0,0.624,9808796255.667,0.12,15.349833333333335,4.113833333333333
1590,Nigeria,2005,105.758,27.568,138865014.0,0.36,0.484,481805858072.112,0.22,15.349833333333335,4.113833333333333
1591,Norway,2005,43.382,8.533000000000001,4632359.0,0.15,0.236,314925241442.833,0.82,15.349833333333335,4.113833333333333
1592,Oman,2005,29.467,34.646,2511254.0,0.1,0.66,74672895896.111,0.44,15.349833333333335,4.113833333333333
1593,Pakistan,2005,134.757,30.728,160304007.0,0.46,0.261,641139075388.916,0.26,15.349833333333335,4.113833333333333
1594,Panama,2005,6.971,27.218000000000004,3330222.0,0.02,0.26,35933064820.0,0.51,15.349833333333335,4.113833333333333
1595,Paraguay,2005,3.78,20.985,5824095.0,0.01,0.509,35459264017.544,0.45,15.349833333333335,4.113833333333333
1596,Peru,2005,36.934,19.567,27866140.0,0.12,0.426,194913492438.016,0.47,15.349833333333335,4.113833333333333
1597,Philippines,2005,73.272,28.077,86326251.0,0.25,0.258,424650338562.945,0.46,15.349833333333335,4.113833333333333
1598,Poland,2005,323.385,16.17,38368957.0,1.09,0.21,600855178985.011,0.6,15.349833333333335,4.113833333333333
1599,Portugal,2005,69.713,22.543000000000003,10508494.0,0.24,0.205,254497204216.219,0.63,15.349833333333335,4.113833333333333
1600,Puerto Rico,2005,,27.871,3631885.0,,0.187,122355753319.8,0.63,15.349833333333335,4.113833333333333
1601,Qatar,2005,50.69,35.449,865410.0,0.17,0.687,62263801413.327,0.5,15.349833333333335,4.113833333333333
1602,Romania,2005,100.259,17.413999999999998,21417287.0,0.34,0.213,237715210072.145,0.49,15.349833333333335,4.113833333333333
1603,Russia,2005,1547.599,12.988,143672125.0,5.23,0.214,2320883157898.86,0.51,15.349833333333335,4.113833333333333
1604,Rwanda,2005,0.514,20.501,8840220.0,0.0,1.008,10465366352.19,0.22,15.349833333333335,4.113833333333333
1605,Saudi Arabia,2005,395.855,34.196000000000005,23816175.0,1.34,0.264,770496478441.541,0.46,15.349833333333335,4.113833333333333
1606,Senegal,2005,5.539,30.955,11090123.0,0.02,0.425,24954050903.215,0.21,15.349833333333335,4.113833333333333
1607,Serbia,2005,51.634,18.332,9193818.0,0.17,0.286,69008317666.656,0.48,15.349833333333335,4.113833333333333
1608,Seychelles,2005,0.381,27.324,88652.0,0.0,1.26,1274495308.8,0.46,15.349833333333335,4.113833333333333
1609,Sierra Leone,2005,0.425,26.791,5645629.0,0.0,0.588,5761186662.0,0.17,15.349833333333335,4.113833333333333
1610,Singapore,2005,36.468,28.251,4265693.0,0.12,0.243,205871273592.403,0.65,15.349833333333335,4.113833333333333
1611,Slovakia,2005,42.793,16.119999999999994,5398962.0,0.14,0.29,94173030195.223,0.57,15.349833333333335,4.113833333333333
1612,Slovenia,2005,16.905,18.949,1994979.0,0.06,0.1639999999999999,49771965853.403,0.69,15.349833333333335,4.113833333333333
1613,South Africa,2005,415.925,12.25,47880595.0,1.41,0.131,451561304974.807,0.33,15.349833333333335,4.113833333333333
1614,South Korea,2005,499.564,22.485,48701069.0,1.69,0.189,1322354610629.0,0.72,15.349833333333335,4.113833333333333
1615,Spain,2005,369.681,22.747,44019118.0,1.25,0.17,1365024085135.39,0.71,15.349833333333335,4.113833333333333
1616,Sri Lanka,2005,11.935,28.746,19544988.0,0.04,0.255,126997197779.698,0.46,15.349833333333335,4.113833333333333
1617,Sudan,2005,10.028,30.733,30949514.0,0.03,0.244,79265428018.47,0.23,15.349833333333335,4.113833333333333
1618,Sweden,2005,53.884,12.18,9038627.0,0.18,0.192,354498749649.204,0.83,15.349833333333335,4.113833333333333
1619,Switzerland,2005,45.788,16.831,7386818.0,0.15,0.098,373064303799.505,0.73,15.349833333333335,4.113833333333333
1620,Syria,2005,49.882,26.975,18361178.0,0.17,0.237,129115660956.376,0.44,15.349833333333335,4.113833333333333
1621,Taiwan,2005,266.46,26.305,22705719.0,0.9,0.159,706377270903.93,0.72,15.349833333333335,4.113833333333333
1622,Tajikistan,2005,2.439,16.038,6789318.0,0.01,0.38,16469403209.486,0.39,15.349833333333335,4.113833333333333
1623,Tanzania,2005,5.359,22.495,38450323.0,0.02,0.464,60800809503.619,0.23,15.349833333333335,4.113833333333333
1624,Thailand,2005,222.99,28.212,65416189.0,0.75,0.196,752297667216.853,0.45,15.349833333333335,4.113833333333333
1625,Togo,2005,1.722,26.615,5611643.0,0.01,0.293,6399681574.5,0.25,15.349833333333335,4.113833333333333
1626,Tunisia,2005,22.269,28.31,10106778.0,0.08,0.271,89804311352.322,0.44,15.349833333333335,4.113833333333333
1627,Turkey,2005,264.201,19.573,67903461.0,0.89,0.253,1046618896507.54,0.46,15.349833333333335,4.113833333333333
1628,Uganda,2005,2.018,23.051,27684590.0,0.01,0.627,40921114480.02,0.25,15.349833333333335,4.113833333333333
1629,Ukraine,2005,313.118,17.604,46890775.0,1.06,0.239,399366234318.785,0.52,15.349833333333335,4.113833333333333
1630,United Arab Emirates,2005,114.478,35.73300000000001,4588222.0,0.39,0.353,300624052415.658,0.51,15.349833333333335,4.113833333333333
1631,United Kingdom,2005,569.962,13.863,60287953.0,1.93,0.1689999999999999,2160945628334.43,0.72,15.349833333333335,4.113833333333333
1632,United States,2005,6134.521,19.511,294993509.0,20.72,0.134,14703731926204.1,0.74,15.349833333333335,4.113833333333333
1633,Uruguay,2005,5.727,15.111,3321799.0,0.02,0.224,41988069566.963,0.6,15.349833333333335,4.113833333333333
1634,Uzbekistan,2005,116.576,27.616,26427785.0,0.39,0.326,140235914619.939,0.47,15.349833333333335,4.113833333333333
1635,Venezuela,2005,163.823,25.747,26432445.0,0.55,0.363,384106683204.063,0.5,15.349833333333335,4.113833333333333
1636,Vietnam,2005,94.694,27.972,83832662.0,0.32,0.143,307221181641.756,0.43,15.349833333333335,4.113833333333333
1637,Yemen,2005,19.794,32.222,20107416.0,0.07,0.6559999999999999,95631915856.224,0.28,15.349833333333335,4.113833333333333
1638,Zambia,2005,2.243,19.973,11856244.0,0.01,0.8809999999999999,23506923596.869,0.22,15.349833333333335,4.113833333333333
1639,Zimbabwe,2005,10.698,18.884,12076697.0,0.04,0.373,18444448020.818,0.22,15.349833333333335,4.113833333333333
1640,Afghanistan,2007,2.269,26.219,27100542.0,0.01,0.263,34507529622.9,0.16,15.533083333333332,4.009250000000001
1641,Albania,2007,3.829,22.367,3033993.0,0.01,0.383,23574646689.248,0.51,15.533083333333332,4.009250000000001
1642,Algeria,2007,108.402,32.869,34166976.0,0.34,0.33,371665201209.104,0.4,15.533083333333332,4.009250000000001
1643,Angola,2007,24.977,19.17,20905360.0,0.08,0.755,87085292457.915,0.24,15.533083333333332,4.009250000000001
1644,Argentina,2007,174.246,7.526999999999999,39684303.0,0.55,0.162,718084626068.52,0.63,15.533083333333332,4.009250000000001
1645,Armenia,2007,5.1,19.089,2932615.0,0.02,0.39,28610387411.876,0.56,15.533083333333332,4.009250000000001
1646,Australia,2007,401.926,13.724,20916339.0,1.28,0.204,913875860368.147,0.85,15.533083333333332,4.009250000000001
1647,Austria,2007,74.097,16.641000000000002,8313731.0,0.24,0.12,336315985756.647,0.72,15.533083333333332,4.009250000000001
1648,Azerbaijan,2007,30.459,21.688,8724237.0,0.1,0.422,109944250659.21,0.5,15.533083333333332,4.009250000000001
1649,Bahamas,2007,1.872,27.635,337387.0,0.01,0.371,,0.53,15.533083333333332,4.009250000000001
1650,Bahrain,2007,26.771,35.27800000000001,1035924.0,0.09,0.501,30196431346.238,0.53,15.533083333333332,4.009250000000001
1651,Bangladesh,2007,42.642,28.515,142660381.0,0.14,0.275,327171255238.769,0.27,15.533083333333332,4.009250000000001
1652,Barbados,2007,1.363,28.219,278701.0,0.0,0.291,3642717798.0,0.67,15.533083333333332,4.009250000000001
1653,Belarus,2007,63.303,18.416,9480514.0,0.2,0.203,144615661347.421,0.58,15.533083333333332,4.009250000000001
1654,Belgium,2007,120.48,17.605,10697576.0,0.38,0.22,404735602125.736,0.74,15.533083333333332,4.009250000000001
1655,Belize,2007,0.476,27.765,299031.0,0.0,0.386,,0.46,15.533083333333332,4.009250000000001
1656,Benin,2007,3.931,27.536,8454790.0,0.01,0.534,15874980853.582,0.22,15.533083333333332,4.009250000000001
1657,Bolivia,2007,12.663,18.736,9558438.0,0.04,0.317,44428662957.702,0.41,15.533083333333332,4.009250000000001
1658,Botswana,2007,4.228,15.608,1875458.0,0.01,0.34,21924130162.398,0.33,15.533083333333332,4.009250000000001
1659,Brazil,2007,390.573,24.378,190130445.0,1.24,0.165,2405103626412.43,0.49,15.533083333333332,4.009250000000001
1660,Bulgaria,2007,55.74,21.941,7576675.0,0.18,0.231,106110868046.387,0.54,15.533083333333332,4.009250000000001
1661,Burkina Faso,2007,1.591,30.682,14252029.0,0.01,0.353,18724202391.597,0.17,15.533083333333332,4.009250000000001
1662,Burundi,2007,0.202,19.815,7862226.0,0.0,0.629,5601360971.7,0.21,15.533083333333332,4.009250000000001
1663,Cambodia,2007,3.471,28.306,13679953.0,0.01,0.173,33155623330.966,0.31,15.533083333333332,4.009250000000001
1664,Cameroon,2007,5.703,24.363000000000003,18730283.0,0.02,0.495,44641144909.204,0.23,15.533083333333332,4.009250000000001
1665,Canada,2007,594.665,10.084,32930795.0,1.89,0.196,1381196153981.96,0.83,15.533083333333332,4.009250000000001
1666,Cape Verde,2007,0.506,25.031,475067.0,0.0,0.716,2720555245.8,0.42,15.533083333333332,4.009250000000001
1667,Central African Republic,2007,0.231,25.459,4198004.0,0.0,0.331,4078141395.2,0.16,15.533083333333332,4.009250000000001
1668,Chad,2007,0.854,31.299,10818031.0,0.0,0.442,14704552496.078,0.16,15.533083333333332,4.009250000000001
1669,Chile,2007,70.683,4.987,16530201.0,0.22,0.476,304165381794.897,0.66,15.533083333333332,4.009250000000001
1670,China,2007,6978.612,18.807,1345993891.0,22.16,0.153,10358205936544.4,0.46,15.533083333333332,4.009250000000001
1671,Colombia,2007,60.179,25.088,43737512.0,0.19,0.328,449786944478.749,0.5,15.533083333333332,4.009250000000001
1672,Comoros,2007,0.106,25.594,641624.0,0.0,0.413,908328188.7,0.26,15.533083333333332,4.009250000000001
1673,Congo,2007,1.211,24.372,3876123.0,0.0,0.361,18699021910.09,0.28,15.533083333333332,4.009250000000001
1674,Costa Rica,2007,7.961,26.749,4404626.0,0.03,0.365,50239515658.173,0.58,15.533083333333332,4.009250000000001
1675,Croatia,2007,24.866,22.177,4362427.0,0.08,0.247,81332861352.017,0.59,15.533083333333332,4.009250000000001
1676,Cuba,2007,24.24,27.583,11251117.0,0.08,0.319,63463485946.3,0.69,15.533083333333332,4.009250000000001
1677,Cyprus,2007,8.502,25.869,1063708.0,0.03,0.203,25336385044.857,0.64,15.533083333333332,4.009250000000001
1678,Denmark,2007,54.656,-2.681,5469920.0,0.17,0.767,242933470571.605,0.79,15.533083333333332,4.009250000000001
1679,Djibouti,2007,0.462,33.236,805456.0,0.0,0.466,1662836561.4,0.22,15.533083333333332,4.009250000000001
1680,Dominican Republic,2007,19.993,28.105,9338856.0,0.06,0.146,90411702520.898,0.45,15.533083333333332,4.009250000000001
1681,Ecuador,2007,33.686,21.891,14296554.0,0.11,0.659,122035335616.286,0.47,15.533083333333332,4.009250000000001
1682,Egypt,2007,185.907,30.696,78232124.0,0.59,0.235,711521709173.307,0.38,15.533083333333332,4.009250000000001
1683,El Salvador,2007,6.846,26.145,6105810.0,0.02,0.481,42202461117.391,0.43,15.533083333333332,4.009250000000001
