,country,year,co2,AverageTemperature,population,share_global_co2,AverageTemperatureUncertainty,gdp,HDI,LandMaxTemperature,LandMinTemperature
1852,Haiti,2010,2.137,28.565,9949318.0,0.01,0.537,14869725971.2,0.23,15.449,4.0239166666666675
1853,Honduras,2010,7.89,26.781,8317467.0,0.02,0.43,34409601539.436,0.42,15.449,4.0239166666666675
1854,Hong Kong,2010,40.063,27.033,6966324.0,0.12,0.337,298918524011.054,0.74,15.449,4.0239166666666675
1855,Hungary,2010,52.069,19.661,9927380.0,0.16,0.297,200323055173.171,0.6,15.449,4.0239166666666675
1856,Iceland,2010,3.625,8.254,320342.0,0.01,0.3229999999999999,11531380287.866,0.83,15.449,4.0239166666666675
1857,India,2010,1677.888,29.908,1234281163.0,5.03,0.142,5314516588695.22,0.33,15.449,4.0239166666666675
1858,Indonesia,2010,451.931,26.628,241834226.0,1.36,0.239,2015864844093.81,0.45,15.449,4.0239166666666675
1859,Iran,2010,569.772,29.97,73762519.0,1.71,0.119,1316410136094.68,0.44,15.449,4.0239166666666675
1860,Iraq,2010,110.066,34.475,29741977.0,0.33,0.101,318132273507.674,0.35,15.449,4.0239166666666675
1861,Ireland,2010,41.794,15.106,4554330.0,0.13,0.242,221367779804.418,0.83,15.449,4.0239166666666675
1862,Israel,2010,68.287,27.224,7346446.0,0.2,0.211,211431163341.337,0.75,15.449,4.0239166666666675
1863,Italy,2010,436.154,20.172,59325232.0,1.31,0.321,2061694152230.08,0.76,15.449,4.0239166666666675
1864,Jamaica,2010,7.677,28.288,2810464.0,0.02,0.675,18949014386.001,0.45,15.449,4.0239166666666675
1865,Japan,2010,1214.816,20.337,128542349.0,3.64,0.299,4464955831084.99,0.8,15.449,4.0239166666666675
1866,Jordan,2010,20.615,28.773000000000003,7261541.0,0.06,0.354,77063828478.264,0.49,15.449,4.0239166666666675
1867,Kazakhstan,2010,249.067,23.636,16252273.0,0.75,0.223,333426869781.871,0.53,15.449,4.0239166666666675
1868,Kenya,2010,11.745,24.271,42030684.0,0.04,0.37,108091064556.254,0.28,15.449,4.0239166666666675
1869,Kuwait,2010,89.272,37.302,2991884.0,0.27,0.175,210625825072.595,0.57,15.449,4.0239166666666675
1870,Kyrgyzstan,2010,6.314,14.4,5422298.0,0.02,0.305,21037254107.458,0.47,15.449,4.0239166666666675
1871,Laos,2010,3.005,28.29,6249168.0,0.01,0.282,26198017590.4,0.34,15.449,4.0239166666666675
1872,Latvia,2010,8.554,16.01,2118855.0,0.03,0.322,35958492486.9,0.63,15.449,4.0239166666666675
1873,Lebanon,2010,19.997,25.249,4953064.0,0.06,0.242,86947321123.4,0.47,15.449,4.0239166666666675
1874,Lesotho,2010,2.275,7.358,1995575.0,0.01,0.295,4442653632.0,0.25,15.449,4.0239166666666675
1875,Liberia,2010,0.761,26.227,3891357.0,0.0,0.228,3260614995.0,0.23,15.449,4.0239166666666675
1876,Libya,2010,60.653,32.078,6197667.0,0.18,0.319,187528523657.18,0.53,15.449,4.0239166666666675
1877,Lithuania,2010,13.945,16.417,3123825.0,0.04,0.226,57760001538.288,0.64,15.449,4.0239166666666675
1878,Madagascar,2010,1.872,21.442,21151640.0,0.01,0.365,28135004366.977,0.26,15.449,4.0239166666666675
1879,Malawi,2010,1.025,19.024,14539609.0,0.0,0.41,16885784521.579,0.23,15.449,4.0239166666666675
1880,Malaysia,2010,215.935,27.099,28208028.0,0.65,0.242,514171988796.046,0.51,15.449,4.0239166666666675
1881,Mali,2010,2.088,34.242000000000004,15049352.0,0.01,0.187,20054726220.271,0.18,15.449,4.0239166666666675
1882,Malta,2010,2.58,23.011000000000006,414257.0,0.01,0.429,9849064604.149,0.62,15.449,4.0239166666666675
1883,Mauritania,2010,1.96,33.705,3494200.0,0.01,0.457,9559709904.0,0.23,15.449,4.0239166666666675
1884,Mauritius,2010,3.913,23.453000000000007,1247953.0,0.01,0.351,21054192348.101,0.5,15.449,4.0239166666666675
1885,Mexico,2010,463.783,26.187,114092961.0,1.39,0.208,1637760656435.49,0.52,15.449,4.0239166666666675
1886,Moldova,2010,4.831,20.793000000000006,4086090.0,0.01,0.325,17302215313.562,0.47,15.449,4.0239166666666675
1887,Mongolia,2010,13.82,18.479,2719902.0,0.04,0.281,21791068390.3,0.45,15.449,4.0239166666666675
1888,Morocco,2010,54.365,23.68,32343384.0,0.16,0.461,224738368229.096,0.37,15.449,4.0239166666666675
1889,Mozambique,2010,2.635,21.235,23531567.0,0.01,0.348,20039610834.241,0.23,15.449,4.0239166666666675
1890,Namibia,2010,3.085,15.630999999999998,2118877.0,0.01,1.145,17398968957.605,0.38,15.449,4.0239166666666675
1891,Nepal,2010,4.824,22.484,27013207.0,0.01,0.15,57388249934.4,0.31,15.449,4.0239166666666675
1892,Netherlands,2010,181.538,16.32,16682927.0,0.54,0.217,727959468558.5,0.83,15.449,4.0239166666666675
1893,New Zealand,2010,35.031,6.662999999999999,4370060.0,0.11,0.21,135624844463.879,0.82,15.449,4.0239166666666675
1894,Nicaragua,2010,4.468,27.284,5824058.0,0.01,0.402,21950676903.6,0.39,15.449,4.0239166666666675
1895,Niger,2010,1.17,34.335,16464025.0,0.0,0.328,12693036842.718,0.13,15.449,4.0239166666666675
1896,Nigeria,2010,112.314,28.06900000000001,158503203.0,0.34,0.284,810068034542.346,0.23,15.449,4.0239166666666675
1897,Norway,2010,45.697,8.019,4885878.0,0.14,0.288,383737866260.94,0.83,15.449,4.0239166666666675
1898,Oman,2010,46.915,34.151,3041435.0,0.14,0.249,137422620669.842,0.49,15.449,4.0239166666666675
1899,Pakistan,2010,154.145,29.719,179424643.0,0.46,0.182,805483296365.679,0.29,15.449,4.0239166666666675
1900,Panama,2010,9.072,27.206,3642691.0,0.03,0.314,51741884351.7,0.54,15.449,4.0239166666666675
1901,Paraguay,2010,5.022,19.687,6248017.0,0.02,0.38,45988692024.188,0.46,15.449,4.0239166666666675
1902,Peru,2010,57.173,19.763,29027680.0,0.17,0.42,275677712720.687,0.49,15.449,4.0239166666666675
1903,Philippines,2010,82.953,28.468000000000004,93966784.0,0.25,0.157,561436047917.14,0.47,15.449,4.0239166666666675
1904,Poland,2010,334.888,17.389,38329784.0,1.0,0.212,792188925741.666,0.63,15.449,4.0239166666666675
1905,Portugal,2010,53.017,20.221,10596055.0,0.16,0.243,267592240970.503,0.66,15.449,4.0239166666666675
1906,Puerto Rico,2010,,27.754,3579842.0,,0.283,123553438101.6,0.64,15.449,4.0239166666666675
1907,Qatar,2010,71.92,35.894,1856329.0,0.22,0.378,234398709698.284,0.52,15.449,4.0239166666666675
1908,Romania,2010,77.943,19.152,20471860.0,0.23,0.357,326789273499.693,0.54,15.449,4.0239166666666675
1909,Russia,2010,1613.113,13.246,143479273.0,4.84,0.223,3099422859631.06,0.52,15.449,4.0239166666666675
1910,Rwanda,2010,0.573,20.308,10039338.0,0.0,0.346,13742206287.195,0.25,15.449,4.0239166666666675
1911,Saudi Arabia,2010,517.716,35.361999999999995,27421468.0,1.55,0.329,1159438201106.96,0.52,15.449,4.0239166666666675
1912,Senegal,2010,6.862,31.111,12678143.0,0.02,0.4,28867536783.012,0.23,15.449,4.0239166666666675
1913,Serbia,2010,45.696,19.439,8991258.0,0.14,0.338,87870481785.57,0.52,15.449,4.0239166666666675
1914,Seychelles,2010,0.443,28.174,91273.0,0.0,0.32,1772951681.6,0.49,15.449,4.0239166666666675
1915,Sierra Leone,2010,0.542,26.925,6415636.0,0.0,0.265,7455363916.6,0.19,15.449,4.0239166666666675
1916,Singapore,2010,56.62,28.024,5131170.0,0.17,0.364,301275591676.755,0.69,15.449,4.0239166666666675
1917,Slovakia,2010,38.412,17.241999999999994,5404293.0,0.12,0.226,117478086444.676,0.6,15.449,4.0239166666666675
1918,Slovenia,2010,16.432,19.178,2043336.0,0.05,0.172,53079738142.63,0.72,15.449,4.0239166666666675
1919,South Africa,2010,466.93,11.278,51216967.0,1.4,0.318,578235141637.828,0.35,15.449,4.0239166666666675
1920,South Korea,2010,595.59,22.452,49545638.0,1.79,0.325,1562822798286.6,0.81,15.449,4.0239166666666675
1921,Spain,2010,283.873,19.872,46931011.0,0.85,0.272,1498927258253.0,0.81,15.449,4.0239166666666675
1922,Sri Lanka,2010,13.051,28.999,20261738.0,0.04,0.27,168381514470.315,0.49,15.449,4.0239166666666675
1923,Sudan,2010,14.398,31.164,34545014.0,0.04,0.562,125643757268.864,0.27,15.449,4.0239166666666675
1924,Sweden,2010,53.126,11.792,9390157.0,0.16,0.262,399841831151.718,0.78,15.449,4.0239166666666675
1925,Switzerland,2010,45.049,15.556,7808674.0,0.14,0.203,455990125735.649,0.76,15.449,4.0239166666666675
1926,Syria,2010,60.717,28.504,21362541.0,0.18,0.277,139183450960.857,0.48,15.449,4.0239166666666675
1927,Taiwan,2010,270.148,25.711,23187556.0,0.81,0.243,856202775079.586,0.8,15.449,4.0239166666666675
1928,Tajikistan,2010,2.536,14.187,7527397.0,0.01,0.335,22280811837.238,0.42,15.449,4.0239166666666675
1929,Tanzania,2010,6.927,21.683000000000003,44346532.0,0.02,0.224,93138949037.719,0.24,15.449,4.0239166666666675
1930,Thailand,2010,255.405,29.162,67195032.0,0.77,0.212,876003867141.787,0.49,15.449,4.0239166666666675
1931,Togo,2010,2.596,27.298,6421674.0,0.01,0.239,7846071456.3,0.26,15.449,4.0239166666666675
1932,Tunisia,2010,27.101,28.369,10635245.0,0.08,0.355,112485028357.255,0.46,15.449,4.0239166666666675
1933,Turkey,2010,314.38,21.360000000000007,72326992.0,0.94,0.21,1276138636483.37,0.5,15.449,4.0239166666666675
1934,Uganda,2010,3.57,23.597,32428164.0,0.01,0.379,59228535268.789,0.27,15.449,4.0239166666666675
1935,Ukraine,2010,294.078,20.993,45792086.0,0.88,0.27,439429757011.471,0.54,15.449,4.0239166666666675
1936,United Arab Emirates,2010,180.622,36.46400000000001,8549998.0,0.54,0.498,513346968943.848,0.57,15.449,4.0239166666666675
1937,United Kingdom,2010,511.632,14.049,63459801.0,1.53,0.171,2190775062434.69,0.72,15.449,4.0239166666666675
1938,United States,2010,5675.786,19.885,309011469.0,17.02,0.182,15270621692550.6,0.77,15.449,4.0239166666666675
1939,Uruguay,2010,6.298,12.225,3359273.0,0.02,0.237,54626336777.84,0.63,15.449,4.0239166666666675
1940,Uzbekistan,2010,103.336,28.058000000000003,28515908.0,0.31,0.264,195138482155.476,0.48,15.449,4.0239166666666675
1941,Venezuela,2010,184.084,25.884,28439942.0,0.55,0.217,478283167171.283,0.56,15.449,4.0239166666666675
1942,Vietnam,2010,138.585,28.124,87967655.0,0.42,0.216,409655381470.459,0.45,15.449,4.0239166666666675
1943,Yemen,2010,23.151,32.343,23154854.0,0.07,0.398,118148094900.129,0.32,15.449,4.0239166666666675
1944,Zambia,2010,3.12,18.16,13605986.0,0.01,0.754,41490621666.182,0.24,15.449,4.0239166666666675
1945,Zimbabwe,2010,7.878,16.377000000000002,12697728.0,0.02,0.476,17918380597.431,0.23,15.449,4.0239166666666675
1946,Albania,1933,0.007,18.046000000000006,1032142.0,0.0,0.501,,0.09,14.078333333333331,2.424416666666666
1947,Algeria,1933,0.121,30.715,6744404.0,0.0,0.534,,0.08,14.078333333333331,2.424416666666666
1948,Argentina,1933,13.232,7.798999999999999,12459087.0,0.4,0.185,72859956000.0,0.26,14.078333333333331,2.424416666666666
1949,Australia,1933,21.58,15.170000000000002,6535920.0,0.65,0.207,51178058000.0,0.4,14.078333333333331,2.424416666666666
1950,Austria,1933,14.23,12.021,6698645.0,0.43,0.328,30464936000.0,0.35,14.078333333333331,2.424416666666666
1951,Belgium,1933,72.657,15.42,8144741.0,2.18,0.392,61411491000.0,0.34,14.078333333333331,2.424416666666666
1952,Bolivia,1933,0.044,17.343,2733488.0,0.0,0.512,4849828000.0,0.1,14.078333333333331,2.424416666666666
1953,Brazil,1933,4.722,22.733,35947139.0,0.14,0.478,49478451000.0,0.12,14.078333333333331,2.424416666666666
1954,Bulgaria,1933,2.348,16.854999999999997,6213508.0,0.07,0.504,13016559000.0,0.23,14.078333333333331,2.424416666666666
1955,Canada,1933,69.483,8.704,10562053.0,2.09,0.441,58656868000.0,0.38,14.078333333333331,2.424416666666666
1956,Chile,1933,4.092,5.134,4852864.0,0.12,0.397,16183314000.0,0.18,14.078333333333331,2.424416666666666
1957,China,1933,42.194,17.993,500193876.0,1.27,0.481,461500000000.0,0.08,14.078333333333331,2.424416666666666
1958,Colombia,1933,0.535,24.003,8502496.0,0.02,0.338,20617314000.0,0.13,14.078333333333331,2.424416666666666
1959,Denmark,1933,13.371,-4.23,3632598.0,0.4,0.871,30640722000.0,0.39,14.078333333333331,2.424416666666666
1960,Ecuador,1933,0.725,20.659,2154674.0,0.02,0.389,3959550000.0,0.11,14.078333333333331,2.424416666666666
1961,Egypt,1933,0.871,30.708,14331008.0,0.03,0.645,,0.08,14.078333333333331,2.424416666666666
1962,Finland,1933,3.224,13.787,3517209.0,0.1,0.299,15186482000.0,0.29,14.078333333333331,2.424416666666666
1963,France,1933,199.387,16.649,40623618.0,5.99,0.44,283050730000.0,0.35,14.078333333333331,2.424416666666666
1964,Germany,1933,364.981,14.556,67701081.0,10.97,0.316,374241036000.0,0.38,14.078333333333331,2.424416666666666
1965,Greece,1933,2.3,20.309,6684268.0,0.07,0.369,25164438000.0,0.24,14.078333333333331,2.424416666666666
1966,Hungary,1933,10.006,16.494,8803224.0,0.3,0.416,33480832000.0,0.28,14.078333333333331,2.424416666666666
1967,India,1933,35.516,28.36,361972574.0,1.07,0.19,391381200000.0,0.07,14.078333333333331,2.424416666666666
1968,Indonesia,1933,17.862,25.636,55753192.0,0.54,0.233,95742570000.0,0.07,14.078333333333331,2.424416666666666
1969,Ireland,1933,9.266,14.168,2894506.0,0.28,0.358,13219406000.0,0.33,14.078333333333331,2.424416666666666
1970,Italy,1933,30.474,16.938,41368979.0,0.92,0.38,188473042000.0,0.26,14.078333333333331,2.424416666666666
1971,Japan,1933,91.342,19.336,66007085.0,2.75,0.186,254404911809.4,0.28,14.078333333333331,2.424416666666666
1972,Madagascar,1933,0.004,19.825,3087728.0,0.0,0.48,,0.09,14.078333333333331,2.424416666666666
1973,Malaysia,1933,1.59,26.26,4433590.0,0.05,0.219,13106755392.5,0.1,14.078333333333331,2.424416666666666
1974,Mexico,1933,16.741,24.753,17760035.0,0.5,0.249,37516165000.0,0.13,14.078333333333331,2.424416666666666
1975,Morocco,1933,0.175,22.184,6800399.0,0.01,0.345,,0.06,14.078333333333331,2.424416666666666
1976,Mozambique,1933,0.051,20.282,4523612.0,0.0,0.447,,0.05,14.078333333333331,2.424416666666666
1977,Netherlands,1933,38.569,15.523,8113668.0,1.16,0.401,65072300000.0,0.4,14.078333333333331,2.424416666666666
1978,New Zealand,1933,3.546,5.048,1528061.0,0.11,0.402,11232760000.0,0.41,14.078333333333331,2.424416666666666
1979,Nigeria,1933,0.634,27.332,28471939.0,0.02,0.362,,0.05,14.078333333333331,2.424416666666666
1980,Norway,1933,9.179,10.649,2856004.0,0.28,0.42,16099114000.0,0.38,14.078333333333331,2.424416666666666
1981,Peru,1933,6.661,18.403,5827151.0,0.2,0.579,14282216000.0,0.12,14.078333333333331,2.424416666666666
1982,Philippines,1933,0.077,27.19,12379611.0,0.0,0.278,30878598000.0,0.15,14.078333333333331,2.424416666666666
1983,Poland,1933,43.204,14.925,28112004.0,1.3,0.471,74552814000.0,0.24,14.078333333333331,2.424416666666666
1984,Portugal,1933,3.997,18.555,7030484.0,0.12,0.329,19437440000.0,0.17,14.078333333333331,2.424416666666666
1985,Puerto Rico,1933,,26.305,,,0.242,,0.18,14.078333333333331,2.424416666666666
1986,Romania,1933,27.311,15.435,14499781.0,0.82,0.409,9162060000.0,0.19,14.078333333333331,2.424416666666666
1987,Russia,1933,144.255,10.392,87756536.0,4.34,0.352,,0.21,14.078333333333331,2.424416666666666
1988,Serbia,1933,3.295,16.377000000000002,4751114.0,0.1,0.545,,0.18,14.078333333333331,2.424416666666666
1989,South Africa,1933,25.332,10.397,9759485.0,0.76,0.485,,0.14,14.078333333333331,2.424416666666666
1990,South Korea,1933,0.182,21.233,13354832.0,0.01,0.1669999999999999,24100478418.6,0.11,14.078333333333331,2.424416666666666
1991,Spain,1933,18.706,18.006,24118939.0,0.56,0.366,89010180000.0,0.25,14.078333333333331,2.424416666666666
1992,Sweden,1933,19.517,14.211,6206397.0,0.59,0.282,39866229000.0,0.37,14.078333333333331,2.424416666666666
1993,Switzerland,1933,9.567,11.91,4072717.0,0.29,0.489,41257545649.2,0.39,14.078333333333331,2.424416666666666
1994,Taiwan,1933,4.195,26.111,4846857.0,0.13,0.128,9651924000.0,0.14,14.078333333333331,2.424416666666666
1995,Thailand,1933,0.022,27.821,13643988.0,0.0,0.315,,0.11,14.078333333333331,2.424416666666666
1996,Tunisia,1933,0.018,26.281,2740889.0,0.0,0.852,,0.08,14.078333333333331,2.424416666666666
1997,Turkey,1933,4.664,17.692999999999998,15838708.0,0.14,0.252,26900444000.0,0.1,14.078333333333331,2.424416666666666
1998,United Kingdom,1933,392.155,13.639,47001700.0,11.79,0.256,391279720000.0,0.37,14.078333333333331,2.424416666666666
1999,United States,1933,1348.842,19.805,131426486.0,40.55,0.1669999999999999,1015524967410.0,0.38,14.078333333333331,2.424416666666666
2000,Uruguay,1933,0.065,10.982,1817494.0,0.0,0.466,7397488000.0,0.26,14.078333333333331,2.424416666666666
2001,Venezuela,1933,2.821,24.565,3729748.0,0.08,0.371,9941123000.0,0.11,14.078333333333331,2.424416666666666
2002,Zimbabwe,1933,1.282,16.334,1960025.0,0.04,0.287,,0.07,14.078333333333331,2.424416666666666
2003,Albania,1938,0.348,21.017000000000003,1086421.0,0.01,0.448,,0.12,14.649916666666668,3.033000000000001
2004,Algeria,1938,0.033,31.752,7362298.0,0.0,0.375,,0.08,14.649916666666668,3.033000000000001
2005,Argentina,1938,16.347,8.251,13597383.0,0.39,0.2,89082484000.0,0.28,14.649916666666668,3.033000000000001
2006,Australia,1938,28.035,15.19,6819243.0,0.67,0.125,64773328000.0,0.42,14.649916666666668,3.033000000000001
2007,Austria,1938,5.787,15.765,6709160.0,0.14,0.208,38309769000.0,0.37,14.649916666666668,3.033000000000001
2008,Belgium,1938,79.119,16.572,8279770.0,1.89,0.297,64496548000.0,0.36,14.649916666666668,3.033000000000001
2009,Bolivia,1938,0.066,18.276,2895738.0,0.0,0.77,6391099000.0,0.11,14.649916666666668,3.033000000000001
2010,Brazil,1938,6.094,23.59800000000001,39782902.0,0.15,0.377,64865640000.0,0.13,14.649916666666668,3.033000000000001
2011,Bulgaria,1938,3.172,19.45,6534599.0,0.08,0.4320000000000001,15681396000.0,0.26,14.649916666666668,3.033000000000001
2012,Canada,1938,85.544,9.962,11149930.0,2.04,0.406,82981192000.0,0.41,14.649916666666668,3.033000000000001
2013,Chile,1938,5.527,5.265,5283491.0,0.13,0.277,24716250000.0,0.2,14.649916666666668,3.033000000000001
2014,China,1938,55.303,17.262,515194677.0,1.32,0.266,514876008000.0,0.09,14.649916666666668,3.033000000000001
2015,Colombia,1938,3.004,24.367,9154356.0,0.07,0.411,25566476000.0,0.14,14.649916666666668,3.033000000000001
2016,Denmark,1938,14.631,-3.859,3778382.0,0.35,1.137,34691745000.0,0.4,14.649916666666668,3.033000000000001
2017,Ecuador,1938,1.03,21.025,2426778.0,0.02,0.35,4587540000.0,0.12,14.649916666666668,3.033000000000001
2018,Egypt,1938,0.878,27.50500000000001,15336560.0,0.02,0.297,,0.09,14.649916666666668,3.033000000000001
2019,Finland,1938,5.696,12.303,3641959.0,0.14,0.217,20915976000.0,0.32,14.649916666666668,3.033000000000001
2020,France,1938,201.798,18.334,40324749.0,4.81,0.401,298713240000.0,0.36,14.649916666666668,3.033000000000001
2021,Germany,1938,601.273,16.354,70128582.0,14.33,0.223,545721680000.0,0.41,14.649916666666668,3.033000000000001
2022,Greece,1938,2.842,22.333,7156464.0,0.07,0.667,30129287000.0,0.26,14.649916666666668,3.033000000000001
2023,Hungary,1938,14.772,20.355,9122136.0,0.35,0.295,38794744000.0,0.3,14.649916666666668,3.033000000000001
2024,India,1938,50.45,27.459,388142237.0,1.2,0.231,400546500000.0,0.08,14.649916666666668,3.033000000000001
2025,Indonesia,1938,26.733,25.641,59994849.0,0.64,0.318,118306020000.0,0.08,14.649916666666668,3.033000000000001
2026,Ireland,1938,9.966,13.027,2909794.0,0.24,0.449,14288505000.0,0.34,14.649916666666668,3.033000000000001
2027,Italy,1938,44.979,20.694000000000003,43131580.0,1.07,0.518,216270039000.0,0.29,14.649916666666668,3.033000000000001
2028,Japan,1938,131.735,18.663,70368151.0,3.14,0.143,305977481426.9,0.3,14.649916666666668,3.033000000000001
2029,Madagascar,1938,,19.908,3310006.0,,0.419,,0.1,14.649916666666668,3.033000000000001
2030,Malaysia,1938,1.913,26.159,4919810.0,0.05,0.342,13097292068.0,0.12,14.649916666666668,3.033000000000001
2031,Mexico,1938,24.265,24.691,19352452.0,0.58,0.174,48848695000.0,0.15,14.649916666666668,3.033000000000001
2032,Morocco,1938,0.465,24.532,7423424.0,0.01,0.436,,0.06,14.649916666666668,3.033000000000001
2033,Mozambique,1938,0.04,19.818,4849256.0,0.0,0.208,,0.06,14.649916666666668,3.033000000000001
2034,Netherlands,1938,43.307,15.816,8610453.0,1.03,0.152,72676080000.0,0.42,14.649916666666668,3.033000000000001
2035,New Zealand,1938,4.246,6.15,1599567.0,0.1,0.457,16521200000.0,0.43,14.649916666666668,3.033000000000001
2036,Nigeria,1938,0.975,28.033,30663997.0,0.02,0.5660000000000001,,0.06,14.649916666666668,3.033000000000001
2037,Norway,1938,10.478,8.05,2939240.0,0.25,0.386,19947184000.0,0.41,14.649916666666668,3.033000000000001
2038,Peru,1938,8.005,18.653,6316971.0,0.19,0.352,19135116000.0,0.14,14.649916666666668,3.033000000000001
2039,Philippines,1938,0.157,26.762,13879585.0,0.0,0.32,36568530000.0,0.18,14.649916666666668,3.033000000000001
2040,Poland,1938,59.936,16.951,29003408.0,1.43,0.293,108033636000.0,0.27,14.649916666666668,3.033000000000001
2041,Portugal,1938,4.117,20.912,7477932.0,0.1,0.487,20854080000.0,0.18,14.649916666666668,3.033000000000001
2042,Puerto Rico,1938,,26.224,,,0.21,,0.2,14.649916666666668,3.033000000000001
2043,Romania,1938,26.712,19.034,15378555.0,0.64,0.406,10936301000.0,0.22,14.649916666666668,3.033000000000001
2044,Russia,1938,244.439,11.742,91884094.0,5.83,0.192,,0.27,14.649916666666668,3.033000000000001
2045,Serbia,1938,3.735,20.023000000000003,5273682.0,0.09,0.254,,0.2,14.649916666666668,3.033000000000001
2046,South Africa,1938,38.699,11.54,10785011.0,0.92,0.408,,0.15,14.649916666666668,3.033000000000001
2047,South Korea,1938,0.477,19.875,14160182.0,0.01,0.21,29763717728.4,0.16,14.649916666666668,3.033000000000001
2048,Spain,1938,13.221,21.026,25280213.0,0.32,0.424,66635444000.0,0.24,14.649916666666668,3.033000000000001
2049,Sweden,1938,26.135,11.802,6319255.0,0.62,0.321,49192164000.0,0.38,14.649916666666668,3.033000000000001
2050,Switzerland,1938,10.458,15.617,4159756.0,0.25,0.307,40279125440.0,0.41,14.649916666666668,3.033000000000001
2051,Taiwan,1938,5.899,27.664,5506146.0,0.14,0.208,12741840000.0,0.16,14.649916666666668,3.033000000000001
2052,Thailand,1938,0.04,27.134,15265763.0,0.0,0.282,19728660000.0,0.13,14.649916666666668,3.033000000000001
2053,Tunisia,1938,0.033,26.791,2991998.0,0.0,0.536,,0.08,14.649916666666668,3.033000000000001
2054,Turkey,1938,4.634,19.439,17305532.0,0.11,0.281,37588344000.0,0.12,14.649916666666668,3.033000000000001
2055,United Kingdom,1938,448.94,12.611,48195752.0,10.7,0.252,474370072000.0,0.39,14.649916666666668,3.033000000000001
2056,United States,1938,1515.693,18.718,136108915.0,36.13,0.089,1373407807593.6,0.42,14.649916666666668,3.033000000000001
2057,Uruguay,1938,0.076,12.29,1946595.0,0.0,0.46,10292896000.0,0.29,14.649916666666668,3.033000000000001
2058,Venezuela,1938,6.122,24.548,3993908.0,0.15,0.288,15539047000.0,0.13,14.649916666666668,3.033000000000001
2059,Zimbabwe,1938,2.77,15.936,2165984.0,0.07,0.333,,0.09,14.649916666666668,3.033000000000001
2060,Algeria,1925,0.033,30.969,6054766.0,0.0,0.611,,0.08,14.344333333333333,2.5415
2061,Argentina,1925,11.237,6.933,10209150.0,0.3,0.575,64706426000.0,0.24,14.344333333333333,2.5415
2062,Australia,1925,28.235,14.73,5800358.0,0.76,0.278,52601493000.0,0.39,14.344333333333333,2.5415
2063,Austria,1925,18.991,13.459,6576781.0,0.51,0.289,35325594000.0,0.31,14.344333333333333,2.5415
2064,Belgium,1925,78.04,15.74,7799025.0,2.1,0.364,57860202000.0,0.31,14.344333333333333,2.5415
2065,Brazil,1925,5.375,22.790000000000006,30562543.0,0.14,0.391,39370936000.0,0.1,14.344333333333333,2.5415
2066,Bulgaria,1925,1.81,16.976999999999997,5531358.0,0.05,0.448,10894910000.0,0.18,14.344333333333333,2.5415
2067,Canada,1925,75.248,9.313,9366188.0,2.03,0.5770000000000001,66059982000.0,0.37,14.344333333333333,2.5415
2068,Chile,1925,3.8,4.816,4307491.0,0.1,0.4,19464910000.0,0.17,14.344333333333333,2.5415
2069,China,1925,33.221,17.974,482775710.0,0.89,0.47,,0.05,14.344333333333333,2.5415
2070,Colombia,1925,0.443,24.176,7209577.0,0.01,0.232,14122000000.0,0.12,14.344333333333333,2.5415
2071,Denmark,1925,10.721,-3.409,3394327.0,0.29,1.062,23899650000.0,0.36,14.344333333333333,2.5415
2072,Ecuador,1925,0.07,21.161,1924221.0,0.0,0.382,3291725000.0,0.09,14.344333333333333,2.5415
2073,Egypt,1925,0.553,29.314,13016896.0,0.01,0.387,,0.08,14.344333333333333,2.5415
2074,Finland,1925,1.711,11.696000000000002,3282983.0,0.05,0.358,12261144000.0,0.25,14.344333333333333,2.5415
2075,France,1925,213.827,18.055,39505129.0,5.76,0.463,269691010000.0,0.3,14.344333333333333,2.5415
2076,Germany,1925,458.066,14.925999999999998,64115604.0,12.34,0.303,355624580000.0,0.34,14.344333333333333,2.5415
2077,Greece,1925,1.979,20.579,6077897.0,0.05,0.557,20322738000.0,0.2,14.344333333333333,2.5415
2078,Hungary,1925,10.131,16.905,8261870.0,0.27,0.368,30150267000.0,0.23,14.344333333333333,2.5415
2079,India,1925,40.137,28.113000000000003,330819124.0,1.08,0.332,356048700000.0,0.06,14.344333333333333,2.5415
2080,Indonesia,1925,11.08,25.285,50222778.0,0.3,0.305,87028095000.0,0.06,14.344333333333333,2.5415
2081,Ireland,1925,6.035,13.999,3527551.0,0.16,0.3,12241485000.0,0.31,14.344333333333333,2.5415
2082,Italy,1925,30.968,19.362,38631982.0,0.83,0.419,179375700000.0,0.23,14.344333333333333,2.5415
2083,Japan,1925,82.011,18.992,59230123.0,2.21,0.238,203229178788.0,0.23,14.344333333333333,2.5415
2084,Malaysia,1925,2.964,25.894,3733371.0,0.08,0.505,6843330302.6,0.07,14.344333333333333,2.5415
2085,Mexico,1925,57.085,24.485,15709880.0,1.54,0.317,41854560000.0,0.12,14.344333333333333,2.5415
2086,Netherlands,1925,33.592,15.084,7297354.0,0.9,0.277,59067954000.0,0.37,14.344333333333333,2.5415
2087,New Zealand,1925,4.089,5.311,1355788.0,0.11,0.435,11657170000.0,0.41,14.344333333333333,2.5415
2088,Nigeria,1925,0.645,26.725,25162929.0,0.02,0.525,,0.04,14.344333333333333,2.5415
2089,Norway,1925,7.595,8.440000000000001,2719852.0,0.2,0.475,13001551000.0,0.36,14.344333333333333,2.5415
